S10_631325	631325	-14.9394994764594
S10_631440	631440	-14.9374828837667
S10_631618	631618	-14.9343616195292
PZE-110000028	634796	-14.8827504426659
S10_634796	634796	-14.8786492010966
PZE-110000035	718911	-14.841359234742
S10_718911	718911	-13.4139490193085
S10_718914	718914	-13.4138971187092
S10_718915	718915	-13.4138798185148
S10_718919	718919	-13.413810617764
S10_718920	718920	-13.4137933175829
S10_718930	718930	-13.4136203159196
S10_1083544	1083544	-7.28057972330076
S10_1084913	1084913	-7.25820043483554
S10_1084929	1084929	-7.25793890816371
S10_1084960	1084960	-7.25743220209085
S10_1084963	1084963	-7.25738316614906
PZE-110000197	1135636	-6.43592840656815
S10_1135636	1135636	-6.43237686570245
PZE-110000228	1283470	-6.13858715541664
PZE-110000234	1283470	-6.07508686842752
S10_1283470	1283470	-4.06241472449074
S10_1283471	1283471	-4.06239887758218
S10_1283486	1283486	-4.06216117425111
S10_1286902	1286902	-4.00804271599309
S10_1286922	1286922	-4.00772594827817
S10_1301493	1301493	-3.77720785078192
S10_1301516	1301516	-3.77684439806637
S10_1319532	1319532	-3.49255150244345
S10_1319540	1319540	-3.49242544011642
S10_1319570	1319570	-3.49195270779504
S10_1319572	1319572	-3.49192119238583
S10_1319574	1319574	-3.49188967698648
S10_1319575	1319575	-3.4918739192905
S10_1319576	1319576	-3.49185816159699
S10_1319577	1319577	-3.49184240390593
S10_1319585	1319585	-3.49171634246627
S10_1319587	1319587	-3.49168482713101
S10_1319607	1319607	-3.49136967432063
S10_1319612	1319612	-3.4912908862721
S10_1319631	1319631	-3.49099149224965
S10_1319668	1319668	-3.49040846433854
S10_1319767	1319767	-3.48884848733216
S10_1321333	1321333	-3.46417570062594
S10_1321679	1321679	-3.45872518490714
S10_1322412	1322412	-3.44717925757694
S10_1348650	1348650	-3.03475944084741
S10_1348656	1348656	-3.03466532387963
PZE-110000484	1413577	-3.0297399925795
S10_1413577	1413577	-2.0214632907612
S10_1413578	1413578	-2.02144776329895
S10_1413579	1413579	-2.02143223583913
S10_1415244	1415244	-1.99558239021033
S10_1415273	1415273	-1.99513221242535
PZE-110000531	1678343	-1.95549354491786
PZE-110000589	1678343	-0.119535159467592
PZE-110000614	1678343	-0.0312319457770869
PZE-110000629	1678343	1.31169832704164
S10_1678343	1678343	2.00540207295067
S10_1714647	1714647	2.54459338986769
S10_1714836	1714836	2.54739237323095
S10_1715811	1715811	2.56183024799401
PZE-110000733	1724707	2.61526808283243
PZE-110000752	1724707	2.68244406373728
S10_1724707	1724707	2.69346041417389
S10_1724708	1724708	2.69347520035154
PZE-110000899	1883704	4.92732591908187
S10_1883704	1883704	5.0151534936055
S10_1883748	1883748	5.01578794478711
S10_1883750	1883750	5.01581678337223
